"","gid_1","borders"
"2222","CHN.11_1","RUS.82_1"
"2223","CHN.11_1","RUS.83_1"
"2224","CHN.12_1","CHN.1_1"
"2225","CHN.12_1","CHN.10_1"
"2226","CHN.12_1","CHN.13_1"
"2227","CHN.12_1","CHN.22_1"
"2228","CHN.12_1","CHN.23_1"
"2229","CHN.12_1","CHN.25_1"
"2230","CHN.13_1","CHN.1_1"
"2231","CHN.13_1","CHN.3_1"
"2232","CHN.13_1","CHN.12_1"
"2233","CHN.13_1","CHN.14_1"
"2234","CHN.13_1","CHN.16_1"
"2235","CHN.13_1","CHN.22_1"
"2236","CHN.14_1","CHN.3_1"
"2237","CHN.14_1","CHN.6_1"
"2238","CHN.14_1","CHN.7_1"
"2239","CHN.14_1","CHN.8_1"
"2240","CHN.14_1","CHN.13_1"
"2241","CHN.14_1","CHN.16_1"
"2242","CHN.15_1","CHN.1_1"
"2243","CHN.15_1","CHN.23_1"
"2244","CHN.15_1","CHN.24_1"
"2245","CHN.15_1","CHN.31_1"
"2246","CHN.16_1","CHN.1_1"
"2247","CHN.16_1","CHN.4_1"
"2248","CHN.16_1","CHN.6_1"
"2249","CHN.16_1","CHN.13_1"
"2250","CHN.16_1","CHN.14_1"
"2251","CHN.16_1","CHN.31_1"
"2252","CHN.17_1","CHN.11_1"
"2253","CHN.17_1","CHN.18_1"
"2254","CHN.17_1","CHN.19_1"
"2255","CHN.17_1","PRK.1_1"
"2256","CHN.17_1","PRK.2_1"
"2257","CHN.17_1","PRK.12_1"
"2258","CHN.17_1","PRK.13_1"
"2259","CHN.17_1","RUS.56_1"
"2260","CHN.18_1","CHN.10_1"
"2261","CHN.18_1","CHN.17_1"
"2262","CHN.18_1","CHN.19_1"
"2263","CHN.18_1","PRK.1_1"
"2264","CHN.18_1","PRK.9_1"
"2265","CHN.18_1","PRK.14_1"
"2266","CHN.19_1","CHN.5_1"
"2267","CHN.19_1","CHN.10_1"
"2268","CHN.19_1","CHN.11_1"
"2269","CHN.19_1","CHN.17_1"
"2270","CHN.19_1","CHN.18_1"
"2271","CHN.19_1","CHN.20_1"
"2272","CHN.19_1","CHN.22_1"
"2273","CHN.19_1","CHN.25_1"
"2274","CHN.19_1","MNG.3_1"
"2275","CHN.19_1","MNG.6_1"
"2276","CHN.19_1","MNG.7_1"
"2277","CHN.19_1","MNG.10_1"
"2278","CHN.19_1","MNG.15_1"
"2279","CHN.19_1","MNG.19_1"
"2280","CHN.19_1","RUS.83_1"
"2281","CHN.20_1","CHN.5_1"
"2282","CHN.20_1","CHN.19_1"
"2283","CHN.20_1","CHN.22_1"
"2284","CHN.21_1","CHN.5_1"
"2285","CHN.21_1","CHN.26_1"
"2286","CHN.21_1","CHN.28_1"
"2287","CHN.21_1","CHN.29_1"
"2288","CHN.22_1","CHN.3_1"
"2289","CHN.22_1","CHN.5_1"
"2290","CHN.22_1","CHN.12_1"
"2291","CHN.22_1","CHN.13_1"
"2292","CHN.22_1","CHN.19_1"
"2293","CHN.22_1","CHN.20_1"
"2294","CHN.22_1","CHN.25_1"
"2295","CHN.22_1","CHN.26_1"
"2296","CHN.23_1","CHN.1_1"
"2297","CHN.23_1","CHN.10_1"
"2298","CHN.23_1","CHN.12_1"
"2299","CHN.23_1","CHN.15_1"
"2300","CHN.24_1","CHN.15_1"
"2301","CHN.24_1","CHN.31_1"
"2302","CHN.25_1","CHN.10_1"
"2303","CHN.25_1","CHN.12_1"
"2304","CHN.25_1","CHN.19_1"
"2305","CHN.25_1","CHN.22_1"
"2306","CHN.26_1","CHN.3_1"
"2307","CHN.26_1","CHN.5_1"
"2308","CHN.26_1","CHN.8_1"
"2309","CHN.26_1","CHN.21_1"
"2310","CHN.26_1","CHN.22_1"
"2311","CHN.26_1","CHN.29_1"
"2312","CHN.26_1","CHN.30_1"
"2313","CHN.27_1","CHN.2_1"
"2314","CHN.27_1","CHN.10_1"
"2315","CHN.28_1","AFG.1_1"
"2316","CHN.28_1","CHN.5_1"
"2317","CHN.28_1","CHN.21_1"
"2318","CHN.28_1","CHN.29_1"
"2319","CHN.28_1","IND.14_1"
"2320","CHN.28_1","KAZ.1_1"
"2321","CHN.28_1","KAZ.5_1"
"2322","CHN.28_1","KGZ.5_1"
"2323","CHN.28_1","KGZ.7_1"
"2324","CHN.28_1","KGZ.9_1"
"2325","CHN.28_1","MNG.2_1"
"2326","CHN.28_1","MNG.10_1"
"2327","CHN.28_1","MNG.13_1"
"2328","CHN.28_1","PAK.6_1"
"2329","CHN.28_1","RUS.16_1"
"2330","CHN.28_1","TJK.2_1"
"2331","CHN.29_1","BTN.1_1"
"2332","CHN.29_1","BTN.4_1"
"2333","CHN.29_1","BTN.5_1"
"2334","CHN.29_1","BTN.6_1"
"2335","CHN.29_1","BTN.8_1"
"2336","CHN.29_1","BTN.14_1"
"2337","CHN.29_1","BTN.18_1"
"2338","CHN.29_1","BTN.19_1"
"2339","CHN.29_1","CHN.21_1"
"2340","CHN.29_1","CHN.26_1"
"2341","CHN.29_1","CHN.28_1"
"2342","CHN.29_1","CHN.30_1"
"2343","CHN.29_1","IND.3_1"
"2344","CHN.29_1","IND.5_1"
"2345","CHN.29_1","IND.13_1"
"2346","CHN.29_1","IND.14_1"
"2347","CHN.29_1","IND.30_1"
"2348","CHN.29_1","IND.35_1"
"2349","CHN.29_1","MMR.4_1"
"2350","CHN.29_1","NPL.1_1"
"2351","CHN.29_1","NPL.2_1"
"2352","CHN.29_1","NPL.3_1"
"2353","CHN.29_1","NPL.4_1"
"2354","CHN.29_1","NPL.5_1"
"2355","CHN.30_1","CHN.7_1"
"2356","CHN.30_1","CHN.8_1"
"2357","CHN.30_1","CHN.26_1"
"2358","CHN.30_1","CHN.29_1"
"2359","CHN.30_1","LAO.7_1"
"2360","CHN.30_1","LAO.9_1"
"2361","CHN.30_1","LAO.10_1"
"2362","CHN.30_1","MMR.4_1"
"2363","CHN.30_1","MMR.13_1"
"2364","CHN.30_1","VNM.20_1"
"2365","CHN.30_1","VNM.26_1"
"2366","CHN.30_1","VNM.36_1"
"2367","CHN.30_1","VNM.38_1"
"2368","CHN.31_1","CHN.1_1"
"2369","CHN.31_1","CHN.4_1"
"2370","CHN.31_1","CHN.15_1"
"2371","CHN.31_1","CHN.16_1"
"2372","CHN.31_1","CHN.24_1"
"2373","CIV.1_1","CIV.3_1"
"2374","CIV.1_1","CIV.7_1"
"2375","CIV.2_1","CIV.5_1"
"2376","CIV.2_1","CIV.7_1"
"2377","CIV.2_1","CIV.8_1"
"2378","CIV.2_1","CIV.9_1"
"2379","CIV.2_1","LBR.6_1"
"2380","CIV.2_1","LBR.10_1"
"2381","CIV.2_1","LBR.14_1"
"2382","CIV.3_1","CIV.1_1"
"2383","CIV.3_1","CIV.6_1"
"2384","CIV.3_1","CIV.7_1"
"2385","CIV.3_1","CIV.14_1"
"2386","CIV.3_1","GHA.2_1"
"2387","CIV.3_1","GHA.10_1"
"2388","CIV.4_1","CIV.10_1"
"2389","CIV.4_1","CIV.12_1"
"2390","CIV.4_1","GIN.4_1"
"2391","CIV.4_1","GIN.8_1"
"2392","CIV.4_1","MLI.8_1"
"2393","CIV.5_1","CIV.2_1"
"2394","CIV.5_1","CIV.6_1"
"2395","CIV.5_1","CIV.7_1"
"2396","CIV.5_1","CIV.9_1"
"2397","CIV.5_1","CIV.13_1"
"2398","CIV.6_1","CIV.3_1"
"2399","CIV.6_1","CIV.5_1"
"2400","CIV.6_1","CIV.7_1"
"2401","CIV.6_1","CIV.9_1"
"2402","CIV.6_1","CIV.11_1"
"2403","CIV.6_1","CIV.13_1"
"2404","CIV.6_1","CIV.14_1"
"2405","CIV.7_1","CIV.1_1"
"2406","CIV.7_1","CIV.2_1"
"2407","CIV.7_1","CIV.3_1"
"2408","CIV.7_1","CIV.5_1"
"2409","CIV.7_1","CIV.6_1"
"2410","CIV.8_1","CIV.2_1"
"2411","CIV.8_1","CIV.9_1"
"2412","CIV.8_1","CIV.12_1"
"2413","CIV.8_1","GIN.8_1"
"2414","CIV.8_1","LBR.6_1"
"2415","CIV.8_1","LBR.12_1"
"2416","CIV.9_1","CIV.2_1"
"2417","CIV.9_1","CIV.5_1"
"2418","CIV.9_1","CIV.6_1"
"2419","CIV.9_1","CIV.8_1"
"2420","CIV.9_1","CIV.11_1"
"2421","CIV.9_1","CIV.12_1"
"2422","CIV.9_1","CIV.13_1"
"2423","CIV.10_1","BFA.2_1"
"2424","CIV.10_1","CIV.4_1"
"2425","CIV.10_1","CIV.11_1"
"2426","CIV.10_1","CIV.12_1"
"2427","CIV.10_1","CIV.14_1"
"2428","CIV.10_1","MLI.8_1"
"2429","CIV.11_1","CIV.6_1"
"2430","CIV.11_1","CIV.9_1"
"2431","CIV.11_1","CIV.10_1"
"2432","CIV.11_1","CIV.12_1"
"2433","CIV.11_1","CIV.14_1"
"2434","CIV.12_1","CIV.4_1"
"2435","CIV.12_1","CIV.8_1"
"2436","CIV.12_1","CIV.9_1"
"2437","CIV.12_1","CIV.10_1"
"2438","CIV.12_1","CIV.11_1"
"2439","CIV.12_1","GIN.8_1"
"2440","CIV.13_1","CIV.5_1"
"2441","CIV.13_1","CIV.6_1"
"2442","CIV.13_1","CIV.9_1"
"2443","CIV.14_1","BFA.2_1"
"2444","CIV.14_1","BFA.13_1"
"2445","CIV.14_1","CIV.3_1"
"2446","CIV.14_1","CIV.6_1"
"2447","CIV.14_1","CIV.10_1"
"2448","CIV.14_1","CIV.11_1"
"2449","CIV.14_1","GHA.2_1"
"2450","CIV.14_1","GHA.6_1"
"2451","CMR.1_1","CAF.11_1"
"2452","CMR.1_1","CAF.14_1"
"2453","CMR.1_1","CMR.2_1"
"2454","CMR.1_1","CMR.3_1"
"2455","CMR.1_1","CMR.7_1"
"2456","CMR.1_1","CMR.6_1"
"2457","CMR.1_1","CMR.8_1"
"2458","CMR.1_1","NGA.2_1"
"2459","CMR.1_1","NGA.35_1"
"2460","CMR.2_1","CMR.1_1"
"2461","CMR.2_1","CMR.3_1"
"2462","CMR.2_1","CMR.5_1"
"2463","CMR.2_1","CMR.8_1"
"2464","CMR.2_1","CMR.10_1"
"2465","CMR.3_1","CAF.8_1"
"2466","CMR.3_1","CAF.11_1"
"2467","CMR.3_1","CAF.16_1"
"2468","CMR.3_1","CMR.1_1"
"2469","CMR.3_1","CMR.2_1"
"2470","CMR.3_1","CMR.10_1"
"2471","CMR.3_1","COG.12_1"
"2472","CMR.4_1","CMR.7_1"
"2473","CMR.4_1","NGA.2_1"
"2474","CMR.4_1","NGA.8_1"
"2475","CMR.4_1","TCD.4_1"
"2476","CMR.4_1","TCD.8_1"
"2477","CMR.4_1","TCD.10_1"
"2478","CMR.4_1","TCD.14_1"
"2479","CMR.4_1","TCD.15_1"
"2480","CMR.4_1","TCD.22_1"
"2481","CMR.5_1","CMR.2_1"
"2482","CMR.5_1","CMR.8_1"
"2483","CMR.5_1","CMR.10_1"
"2484","CMR.5_1","CMR.9_1"
"2485","CMR.7_1","CAF.14_1"
"2486","CMR.7_1","CMR.1_1"
"2487","CMR.7_1","CMR.4_1"
"2488","CMR.7_1","NGA.2_1"
"2489","CMR.7_1","TCD.12_1"
"2490","CMR.7_1","TCD.15_1"
"2491","CMR.6_1","CMR.1_1"
"2492","CMR.6_1","CMR.8_1"
"2493","CMR.6_1","CMR.9_1"
"2494","CMR.6_1","NGA.35_1"
"2495","CMR.8_1","CMR.1_1"
"2496","CMR.8_1","CMR.2_1"
"2497","CMR.8_1","CMR.5_1"
"2498","CMR.8_1","CMR.6_1"
"2499","CMR.8_1","CMR.9_1"
"2500","CMR.10_1","CMR.2_1"
"2501","CMR.10_1","CMR.3_1"
"2502","CMR.10_1","CMR.5_1"
"2503","CMR.10_1","COG.12_1"
"2504","CMR.10_1","GAB.9_1"
"2505","CMR.10_1","GNQ.4_1"
"2506","CMR.10_1","GNQ.5_1"
"2507","CMR.10_1","GNQ.6_1"
"2508","CMR.9_1","CMR.5_1"
"2509","CMR.9_1","CMR.6_1"
"2510","CMR.9_1","CMR.8_1"
"2511","CMR.9_1","NGA.7_1"
"2512","CMR.9_1","NGA.9_1"
"2513","CMR.9_1","NGA.35_1"
"2514","COD.1_1","CAF.4_1"
"2515","COD.1_1","CAF.9_1"
"2516","COD.1_1","COD.5_1"
"2517","COD.1_1","COD.18_1"
"2518","COD.1_1","COD.20_1"
"2519","COD.1_1","COD.25_1"
"2520","COD.2_1","COD.16_1"
"2521","COD.2_1","COD.18_1"
"2522","COD.2_1","COD.23_1"
"2523","COD.2_1","COD.26_1"
"2524","COD.2_1","COG.4_1"
"2525","COD.2_1","COG.7_1"
"2526","COD.2_1","COG.9_1"
"2527","COD.3_1","COD.4_1"
"2528","COD.3_1","COD.15_1"
"2529","COD.3_1","COD.24_1"
"2530","COD.3_1","ZMB.1_1"
"2531","COD.3_1","ZMB.2_1"
"2532","COD.3_1","ZMB.4_1"
"2533","COD.3_1","ZMB.6_1"
"2534","COD.3_1","ZMB.7_1"
"2535","COD.3_1","ZMB.8_1"
"2536","COD.4_1","COD.3_1"
"2537","COD.4_1","COD.14_1"
"2538","COD.4_1","COD.15_1"
"2539","COD.4_1","COD.24_1"
"2540","COD.5_1","CAF.4_1"
"2541","COD.5_1","COD.1_1"
"2542","COD.5_1","COD.6_1"
"2543","COD.5_1","COD.25_1"
"2544","COD.5_1","SSD.1_1"
"2545","COD.5_1","SSD.10_1"
"2546","COD.6_1","COD.5_1"
"2547","COD.6_1","COD.19_1"
"2548","COD.6_1","COD.25_1"
"2549","COD.6_1","SSD.1_1"
"2550","COD.6_1","UGA.3_1"
"2551","COD.6_1","UGA.5_1"
"2552","COD.6_1","UGA.31_1"
"2553","COD.6_1","UGA.47_1"
"2554","COD.9_1","AGO.12_1"
"2555","COD.9_1","COD.7_1"
"2556","COD.9_1","COD.12_1"
"2557","COD.9_1","COD.13_1"
"2558","COD.9_1","COD.16_1"
"2559","COD.9_1","COD.21_1"
"2560","COD.9_1","COD.26_1"
"2561","COD.7_1","AGO.12_1"
"2562","COD.7_1","COD.9_1"
"2563","COD.7_1","COD.8_1"
"2564","COD.7_1","COD.14_1"
"2565","COD.7_1","COD.15_1"
"2566","COD.7_1","COD.21_1"
"2567","COD.8_1","COD.7_1"
"2568","COD.8_1","COD.14_1"
"2569","COD.8_1","COD.21_1"
"2570","COD.10_1","COD.11_1"
"2571","COD.10_1","COD.12_1"
"2572","COD.10_1","COD.13_1"
"2573","COD.10_1","COD.16_1"
"2574","COD.10_1","COG.2_1"
"2575","COD.10_1","COG.11_1"
"2576","COD.11_1","AGO.4_1"
"2577","COD.11_1","AGO.17_1"
"2578","COD.11_1","AGO.18_1"
"2579","COD.11_1","COD.10_1"
"2580","COD.11_1","COD.12_1"
"2581","COD.11_1","COG.1_1"
"2582","COD.11_1","COG.8_1"
"2583","COD.11_1","COG.11_1"
"2584","COD.12_1","AGO.12_1"
"2585","COD.12_1","AGO.14_1"
"2586","COD.12_1","AGO.17_1"
"2587","COD.12_1","COD.9_1"
"2588","COD.12_1","COD.10_1"
"2589","COD.12_1","COD.11_1"
"2590","COD.12_1","COD.13_1"
"2591","COD.13_1","COD.9_1"
"2592","COD.13_1","COD.10_1"
"2593","COD.13_1","COD.12_1"
"2594","COD.13_1","COD.16_1"
"2595","COD.14_1","COD.4_1"
"2596","COD.14_1","COD.7_1"
"2597","COD.14_1","COD.8_1"
"2598","COD.14_1","COD.15_1"
"2599","COD.14_1","COD.17_1"
"2600","COD.14_1","COD.21_1"
"2601","COD.14_1","COD.24_1"
"2602","COD.15_1","AGO.12_1"
"2603","COD.15_1","AGO.13_1"
"2604","COD.15_1","AGO.15_1"
"2605","COD.15_1","COD.3_1"
"2606","COD.15_1","COD.4_1"
"2607","COD.15_1","COD.7_1"
"2608","COD.15_1","COD.14_1"
"2609","COD.15_1","ZMB.7_1"
"2610","COD.16_1","COD.2_1"
"2611","COD.16_1","COD.9_1"
"2612","COD.16_1","COD.10_1"
"2613","COD.16_1","COD.13_1"
"2614","COD.16_1","COD.26_1"
"2615","COD.16_1","COG.9_1"
"2616","COD.16_1","COG.11_1"
"2617","COD.17_1","COD.14_1"
"2618","COD.17_1","COD.19_1"
"2619","COD.17_1","COD.21_1"
"2620","COD.17_1","COD.22_1"
"2621","COD.17_1","COD.24_1"
"2622","COD.17_1","COD.25_1"
"2623","COD.18_1","COD.1_1"
"2624","COD.18_1","COD.2_1"
"2625","COD.18_1","COD.20_1"
"2626","COD.18_1","COD.23_1"
"2627","COD.18_1","COD.25_1"
"2628","COD.18_1","COD.26_1"
"2629","COD.19_1","COD.6_1"
"2630","COD.19_1","COD.17_1"
"2631","COD.19_1","COD.22_1"
"2632","COD.19_1","COD.25_1"
"2633","COD.19_1","RWA.1_1"
"2634","COD.19_1","RWA.4_1"
"2635","COD.19_1","UGA.5_1"
"2636","COD.19_1","UGA.6_1"
"2637","COD.19_1","UGA.19_1"
"2638","COD.19_1","UGA.21_1"
"2639","COD.19_1","UGA.26_1"
"2640","COD.19_1","UGA.52_1"
"2641","COD.20_1","CAF.3_1"
"2642","COD.20_1","CAF.6_1"
"2643","COD.20_1","CAF.9_1"
"2644","COD.20_1","CAF.12_1"
"2645","COD.20_1","CAF.13_1"
"2646","COD.20_1","COD.1_1"
"2647","COD.20_1","COD.18_1"
"2648","COD.20_1","COD.23_1"
"2649","COD.21_1","COD.9_1"
"2650","COD.21_1","COD.7_1"
"2651","COD.21_1","COD.8_1"
"2652","COD.21_1","COD.14_1"
"2653","COD.21_1","COD.17_1"
"2654","COD.21_1","COD.25_1"
"2655","COD.21_1","COD.26_1"
"2656","COD.22_1","BDI.1_1"
"2657","COD.22_1","BDI.2_1"
"2658","COD.22_1","BDI.3_1"
"2659","COD.22_1","BDI.4_1"
"2660","COD.22_1","BDI.6_1"
"2661","COD.22_1","BDI.11_1"
"2662","COD.22_1","COD.17_1"
"2663","COD.22_1","COD.19_1"
"2664","COD.22_1","COD.24_1"
"2665","COD.22_1","RWA.4_1"
"2666","COD.22_1","TZA.8_1"
"2667","COD.23_1","CAF.2_1"
"2668","COD.23_1","CAF.7_1"
"2669","COD.23_1","CAF.12_1"
"2670","COD.23_1","COD.2_1"
"2671","COD.23_1","COD.18_1"
"2672","COD.23_1","COD.20_1"
"2673","COD.23_1","COG.7_1"
"2674","COD.24_1","COD.3_1"
"2675","COD.24_1","COD.4_1"
"2676","COD.24_1","COD.14_1"
"2677","COD.24_1","COD.17_1"
"2678","COD.24_1","COD.22_1"
"2679","COD.24_1","TZA.7_1"
"2680","COD.24_1","TZA.8_1"
"2681","COD.24_1","TZA.21_1"
"2682","COD.24_1","ZMB.8_1"
"2683","COD.25_1","COD.1_1"
"2684","COD.25_1","COD.5_1"
"2685","COD.25_1","COD.6_1"
"2686","COD.25_1","COD.17_1"
"2687","COD.25_1","COD.18_1"
"2688","COD.25_1","COD.19_1"
"2689","COD.25_1","COD.21_1"
"2690","COD.25_1","COD.26_1"
"2691","COD.26_1","COD.2_1"
"2692","COD.26_1","COD.9_1"
"2693","COD.26_1","COD.16_1"
"2694","COD.26_1","COD.18_1"
"2695","COD.26_1","COD.21_1"
"2696","COD.26_1","COD.25_1"
"2697","COG.1_1","COD.11_1"
"2698","COG.1_1","COG.6_1"
"2699","COG.1_1","COG.8_1"
"2700","COG.1_1","COG.11_1"
"2701","COG.2_1","COD.10_1"
"2702","COG.2_1","COG.11_1"
"2703","COG.4_1","COD.2_1"
"2704","COG.4_1","COG.3_1"
"2705","COG.4_1","COG.7_1"
"2706","COG.4_1","COG.9_1"
"2707","COG.4_1","COG.12_1"
"2708","COG.4_1","GAB.2_1"
"2709","COG.3_1","COG.4_1"
"2710","COG.3_1","COG.12_1"
"2711","COG.3_1","GAB.2_1"
"2712","COG.3_1","GAB.6_1"
"2713","COG.5_1","AGO.4_1"
"2714","COG.5_1","COG.8_1"
"2715","COG.5_1","COG.10_1"
"2716","COG.5_1","GAB.5_1"
"2717","COG.6_1","COG.1_1"
"2718","COG.6_1","COG.8_1"
"2719","COG.6_1","COG.9_1"
"2720","COG.6_1","COG.11_1"
"2721","COG.6_1","GAB.2_1"
"2722","COG.7_1","CAF.7_1"
"2723","COG.7_1","CAF.16_1"
"2724","COG.7_1","COD.2_1"
"2725","COG.7_1","COD.23_1"
"2726","COG.7_1","COG.4_1"
"2727","COG.7_1","COG.12_1"
"2728","COG.8_1","AGO.4_1"
"2729","COG.8_1","COD.11_1"
"2730","COG.8_1","COG.1_1"
"2731","COG.8_1","COG.5_1"
"2732","COG.8_1","COG.6_1"
"2733","COG.8_1","GAB.2_1"
"2734","COG.8_1","GAB.4_1"
"2735","COG.8_1","GAB.5_1"
"2736","COG.8_1","GAB.7_1"
"2737","COG.9_1","COD.2_1"
"2738","COG.9_1","COD.16_1"
"2739","COG.9_1","COG.4_1"
"2740","COG.9_1","COG.6_1"
"2741","COG.9_1","COG.11_1"
"2742","COG.9_1","GAB.2_1"
"2743","COG.10_1","COG.5_1"
"2744","COG.11_1","COD.10_1"
"2745","COG.11_1","COD.11_1"
"2746","COG.11_1","COD.16_1"
"2747","COG.11_1","COG.1_1"
"2748","COG.11_1","COG.2_1"
"2749","COG.11_1","COG.6_1"
"2750","COG.11_1","COG.9_1"
"2751","COG.12_1","CAF.16_1"
"2752","COG.12_1","CMR.3_1"
"2753","COG.12_1","CMR.10_1"
"2754","COG.12_1","COG.4_1"
"2755","COG.12_1","COG.3_1"
"2756","COG.12_1","COG.7_1"
"2757","COG.12_1","GAB.6_1"
"2758","COG.12_1","GAB.9_1"
"2759","COL.1_1","BRA.4_1"
"2760","COL.1_1","COL.8_1"
"2761","COL.1_1","COL.23_1"
"2762","COL.1_1","COL.31_1"
"2763","COL.1_1","PER.17_1"
"2764","COL.2_1","COL.5_1"
"2765","COL.2_1","COL.6_1"
"2766","COL.2_1","COL.7_1"
"2767","COL.2_1","COL.12_1"
"2768","COL.2_1","COL.13_1"
"2769","COL.2_1","COL.14_1"
"2770","COL.2_1","COL.25_1"
"2771","COL.2_1","COL.27_1"
"2772","COL.3_1","COL.6_1"
"2773","COL.3_1","COL.9_1"
"2774","COL.3_1","COL.32_1"
"2775","COL.3_1","VEN.3_1"
"2776","COL.4_1","COL.5_1"
"2777","COL.4_1","COL.19_1"
"2778","COL.5_1","COL.2_1"
"2779","COL.5_1","COL.4_1"
"2780","COL.5_1","COL.11_1"
"2781","COL.5_1","COL.13_1"
"2782","COL.5_1","COL.19_1"
"2783","COL.5_1","COL.27_1"
"2784","COL.5_1","COL.28_1"
"2785","COL.6_1","COL.2_1"
"2786","COL.6_1","COL.3_1"
"2787","COL.6_1","COL.9_1"
"2788","COL.6_1","COL.14_1"
"2789","COL.6_1","COL.22_1"
"2790","COL.6_1","COL.27_1"
"2791","COL.6_1","VEN.3_1"
"2792","COL.7_1","COL.2_1"
"2793","COL.7_1","COL.14_1"
"2794","COL.7_1","COL.25_1"
"2795","COL.7_1","COL.29_1"
"2796","COL.8_1","COL.1_1"
"2797","COL.8_1","COL.10_1"
"2798","COL.8_1","COL.16_1"
"2799","COL.8_1","COL.17_1"
"2800","COL.8_1","COL.20_1"
"2801","COL.8_1","COL.23_1"
"2802","COL.8_1","COL.31_1"
"2803","COL.9_1","COL.3_1"
"2804","COL.9_1","COL.6_1"
"2805","COL.9_1","COL.14_1"
"2806","COL.9_1","COL.20_1"
"2807","COL.9_1","COL.32_1"
"2808","COL.10_1","COL.8_1"
"2809","COL.10_1","COL.17_1"
"2810","COL.10_1","COL.21_1"
"2811","COL.10_1","COL.23_1"
"2812","COL.10_1","COL.29_1"
"2813","COL.10_1","COL.30_1"
"2814","COL.11_1","COL.5_1"
"2815","COL.11_1","COL.18_1"
"2816","COL.11_1","COL.19_1"
"2817","COL.11_1","COL.22_1"
"2818","COL.11_1","COL.27_1"
"2819","COL.11_1","VEN.25_1"
"2820","COL.12_1","COL.2_1"
"2821","COL.12_1","COL.25_1"
"2822","COL.12_1","COL.30_1"
"2823","COL.12_1","PAN.5_1"
"2824","COL.12_1","PAN.6_1"
"2825","COL.12_1","PAN.8_1"
"2826","COL.13_1","COL.2_1"
"2827","COL.13_1","COL.5_1"
"2828","COL.13_1","COL.28_1"
"2829","COL.14_1","COL.2_1"
"2830","COL.14_1","COL.6_1"
"2831","COL.14_1","COL.7_1"
"2832","COL.14_1","COL.9_1"
"2833","COL.14_1","COL.17_1"
"2834","COL.14_1","COL.20_1"
"2835","COL.14_1","COL.29_1"
"2836","COL.15_1","BRA.4_1"
"2837","COL.15_1","COL.16_1"
"2838","COL.15_1","COL.31_1"
"2839","COL.15_1","COL.32_1"
"2840","COL.15_1","VEN.1_1"
"2841","COL.16_1","COL.8_1"
"2842","COL.16_1","COL.15_1"
"2843","COL.16_1","COL.20_1"
"2844","COL.16_1","COL.31_1"
"2845","COL.16_1","COL.32_1"
"2846","COL.17_1","COL.8_1"
"2847","COL.17_1","COL.10_1"
"2848","COL.17_1","COL.14_1"
"2849","COL.17_1","COL.20_1"
"2850","COL.17_1","COL.29_1"
"2851","COL.18_1","COL.11_1"
"2852","COL.18_1","COL.19_1"
"2853","COL.18_1","VEN.25_1"
"2854","COL.19_1","COL.4_1"
"2855","COL.19_1","COL.5_1"
"2856","COL.19_1","COL.11_1"
"2857","COL.19_1","COL.18_1"
"2858","COL.20_1","COL.8_1"
"2859","COL.20_1","COL.9_1"
"2860","COL.20_1","COL.14_1"
"2861","COL.20_1","COL.16_1"
"2862","COL.20_1","COL.17_1"
"2863","COL.20_1","COL.32_1"
"2864","COL.21_1","COL.10_1"
"2865","COL.21_1","COL.23_1"
"2866","COL.21_1","ECU.4_1"
"2867","COL.21_1","ECU.8_1"
"2868","COL.21_1","ECU.22_1"
"2869","COL.22_1","COL.6_1"
"2870","COL.22_1","COL.11_1"
"2871","COL.22_1","COL.27_1"
"2872","COL.22_1","VEN.3_1"
"2873","COL.22_1","VEN.21_1"
"2874","COL.22_1","VEN.25_1"
"2875","COL.23_1","COL.1_1"
"2876","COL.23_1","COL.8_1"
"2877","COL.23_1","COL.10_1"
"2878","COL.23_1","COL.21_1"
"2879","COL.23_1","ECU.22_1"
"2880","COL.23_1","PER.17_1"
"2881","COL.24_1","COL.25_1"
"2882","COL.24_1","COL.29_1"
"2883","COL.24_1","COL.30_1"
"2884","COL.25_1","COL.2_1"
"2885","COL.25_1","COL.7_1"
"2886","COL.25_1","COL.12_1"
"2887","COL.25_1","COL.24_1"
"2888","COL.25_1","COL.29_1"
"2889","COL.25_1","COL.30_1"
"2890","COL.27_1","COL.2_1"
"2891","COL.27_1","COL.5_1"
"2892","COL.27_1","COL.6_1"
"2893","COL.27_1","COL.11_1"
"2894","COL.27_1","COL.22_1"
"2895","COL.28_1","COL.5_1"
"2896","COL.28_1","COL.13_1"
"2897","COL.29_1","COL.7_1"
"2898","COL.29_1","COL.10_1"
"2899","COL.29_1","COL.14_1"
"2900","COL.29_1","COL.17_1"
"2901","COL.29_1","COL.24_1"
"2902","COL.29_1","COL.25_1"
"2903","COL.29_1","COL.30_1"
"2904","COL.30_1","COL.10_1"
"2905","COL.30_1","COL.12_1"
"2906","COL.30_1","COL.24_1"
"2907","COL.30_1","COL.25_1"
"2908","COL.30_1","COL.29_1"
"2909","COL.31_1","BRA.4_1"
"2910","COL.31_1","COL.1_1"
"2911","COL.31_1","COL.8_1"
"2912","COL.31_1","COL.15_1"
"2913","COL.31_1","COL.16_1"
"2914","COL.32_1","COL.3_1"
"2915","COL.32_1","COL.9_1"
"2916","COL.32_1","COL.15_1"
"2917","COL.32_1","COL.16_1"
"2918","COL.32_1","COL.20_1"
"2919","COL.32_1","VEN.1_1"
"2920","COL.32_1","VEN.3_1"
"2921","COL.32_1","VEN.6_1"
