"","gid_1","borders"
"1","AFG.1_1","AFG.24_1"
"2","AFG.1_1","AFG.27_1"
"3","AFG.1_1","AFG.31_1"
"4","AFG.1_1","CHN.28_1"
"5","AFG.1_1","PAK.5_1"
"6","AFG.1_1","PAK.6_1"
"7","AFG.1_1","TJK.2_1"
"8","AFG.1_1","TJK.3_1"
"9","AFG.2_1","AFG.8_1"
"10","AFG.2_1","AFG.10_1"
"11","AFG.2_1","AFG.12_1"
"12","AFG.2_1","TKM.5_1"
"13","AFG.3_1","AFG.5_1"
"14","AFG.3_1","AFG.19_1"
"15","AFG.3_1","AFG.27_1"
"16","AFG.3_1","AFG.28_1"
"17","AFG.3_1","AFG.29_1"
"18","AFG.3_1","AFG.31_1"
"19","AFG.4_1","AFG.13_1"
"20","AFG.4_1","AFG.19_1"
"21","AFG.4_1","AFG.29_1"
"22","AFG.4_1","AFG.30_1"
"23","AFG.4_1","TJK.3_1"
"24","AFG.4_1","TKM.4_1"
"25","AFG.4_1","UZB.12_1"
"26","AFG.5_1","AFG.3_1"
"27","AFG.5_1","AFG.6_1"
"28","AFG.5_1","AFG.9_1"
"29","AFG.5_1","AFG.10_1"
"30","AFG.5_1","AFG.28_1"
"31","AFG.5_1","AFG.29_1"
"32","AFG.5_1","AFG.30_1"
"33","AFG.5_1","AFG.33_1"
"34","AFG.6_1","AFG.5_1"
"35","AFG.6_1","AFG.9_1"
"36","AFG.6_1","AFG.10_1"
"37","AFG.6_1","AFG.11_1"
"38","AFG.6_1","AFG.32_1"
"39","AFG.7_1","AFG.10_1"
"40","AFG.7_1","AFG.11_1"
"41","AFG.7_1","AFG.12_1"
"42","AFG.7_1","AFG.23_1"
"43","AFG.7_1","IRN.26_1"
"44","AFG.7_1","IRN.27_1"
"45","AFG.8_1","AFG.2_1"
"46","AFG.8_1","AFG.10_1"
"47","AFG.8_1","AFG.13_1"
"48","AFG.8_1","AFG.30_1"
"49","AFG.8_1","TKM.4_1"
"50","AFG.8_1","TKM.5_1"
"51","AFG.9_1","AFG.5_1"
"52","AFG.9_1","AFG.6_1"
"53","AFG.9_1","AFG.21_1"
"54","AFG.9_1","AFG.25_1"
"55","AFG.9_1","AFG.26_1"
"56","AFG.9_1","AFG.32_1"
"57","AFG.9_1","AFG.33_1"
"58","AFG.9_1","AFG.34_1"
"59","AFG.10_1","AFG.2_1"
"60","AFG.10_1","AFG.5_1"
"61","AFG.10_1","AFG.6_1"
"62","AFG.10_1","AFG.7_1"
"63","AFG.10_1","AFG.8_1"
"64","AFG.10_1","AFG.11_1"
"65","AFG.10_1","AFG.12_1"
"66","AFG.10_1","AFG.30_1"
"67","AFG.11_1","AFG.6_1"
"68","AFG.11_1","AFG.7_1"
"69","AFG.11_1","AFG.10_1"
"70","AFG.11_1","AFG.15_1"
"71","AFG.11_1","AFG.23_1"
"72","AFG.11_1","AFG.32_1"
"73","AFG.11_1","PAK.2_1"
"74","AFG.12_1","AFG.2_1"
"75","AFG.12_1","AFG.7_1"
"76","AFG.12_1","AFG.10_1"
"77","AFG.12_1","IRN.24_1"
"78","AFG.12_1","IRN.27_1"
"79","AFG.12_1","TKM.1_1"
"80","AFG.12_1","TKM.5_1"
"81","AFG.13_1","AFG.4_1"
"82","AFG.13_1","AFG.8_1"
"83","AFG.13_1","AFG.30_1"
"84","AFG.13_1","TKM.4_1"
"85","AFG.14_1","AFG.16_1"
"86","AFG.14_1","AFG.20_1"
"87","AFG.14_1","AFG.21_1"
"88","AFG.14_1","AFG.22_1"
"89","AFG.14_1","AFG.28_1"
"90","AFG.14_1","AFG.33_1"
"91","AFG.15_1","AFG.11_1"
"92","AFG.15_1","AFG.32_1"
"93","AFG.15_1","AFG.34_1"
"94","AFG.15_1","PAK.2_1"
"95","AFG.16_1","AFG.14_1"
"96","AFG.16_1","AFG.20_1"
"97","AFG.16_1","AFG.27_1"
"98","AFG.16_1","AFG.28_1"
"99","AFG.17_1","AFG.25_1"
"100","AFG.17_1","AFG.26_1"
"101","AFG.17_1","PAK.3_1"
"102","AFG.18_1","AFG.20_1"
"103","AFG.18_1","AFG.22_1"
"104","AFG.18_1","AFG.24_1"
"105","AFG.18_1","PAK.3_1"
"106","AFG.18_1","PAK.5_1"
"107","AFG.19_1","AFG.3_1"
"108","AFG.19_1","AFG.4_1"
"109","AFG.19_1","AFG.29_1"
"110","AFG.19_1","AFG.31_1"
"111","AFG.19_1","TJK.3_1"
"112","AFG.20_1","AFG.14_1"
"113","AFG.20_1","AFG.16_1"
"114","AFG.20_1","AFG.18_1"
"115","AFG.20_1","AFG.22_1"
"116","AFG.20_1","AFG.24_1"
"117","AFG.20_1","AFG.27_1"
"118","AFG.21_1","AFG.9_1"
"119","AFG.21_1","AFG.14_1"
"120","AFG.21_1","AFG.22_1"
"121","AFG.21_1","AFG.26_1"
"122","AFG.21_1","AFG.33_1"
"123","AFG.22_1","AFG.14_1"
"124","AFG.22_1","AFG.18_1"
"125","AFG.22_1","AFG.20_1"
"126","AFG.22_1","AFG.21_1"
"127","AFG.22_1","AFG.26_1"
"128","AFG.22_1","PAK.3_1"
"129","AFG.23_1","AFG.7_1"
"130","AFG.23_1","AFG.11_1"
"131","AFG.23_1","IRN.26_1"
"132","AFG.23_1","PAK.2_1"
"133","AFG.24_1","AFG.1_1"
"134","AFG.24_1","AFG.18_1"
"135","AFG.24_1","AFG.20_1"
"136","AFG.24_1","AFG.27_1"
"137","AFG.24_1","PAK.5_1"
"138","AFG.25_1","AFG.9_1"
"139","AFG.25_1","AFG.17_1"
"140","AFG.25_1","AFG.26_1"
"141","AFG.25_1","AFG.34_1"
"142","AFG.25_1","PAK.2_1"
"143","AFG.25_1","PAK.3_1"
"144","AFG.26_1","AFG.9_1"
"145","AFG.26_1","AFG.17_1"
"146","AFG.26_1","AFG.21_1"
"147","AFG.26_1","AFG.22_1"
"148","AFG.26_1","AFG.25_1"
"149","AFG.26_1","PAK.3_1"
"150","AFG.27_1","AFG.1_1"
"151","AFG.27_1","AFG.3_1"
"152","AFG.27_1","AFG.16_1"
"153","AFG.27_1","AFG.20_1"
"154","AFG.27_1","AFG.24_1"
"155","AFG.27_1","AFG.28_1"
"156","AFG.27_1","AFG.31_1"
"157","AFG.28_1","AFG.3_1"
"158","AFG.28_1","AFG.5_1"
"159","AFG.28_1","AFG.14_1"
"160","AFG.28_1","AFG.16_1"
"161","AFG.28_1","AFG.27_1"
"162","AFG.28_1","AFG.33_1"
"163","AFG.29_1","AFG.3_1"
"164","AFG.29_1","AFG.4_1"
"165","AFG.29_1","AFG.5_1"
"166","AFG.29_1","AFG.19_1"
"167","AFG.29_1","AFG.30_1"
"168","AFG.30_1","AFG.4_1"
"169","AFG.30_1","AFG.5_1"
"170","AFG.30_1","AFG.8_1"
"171","AFG.30_1","AFG.10_1"
"172","AFG.30_1","AFG.13_1"
"173","AFG.30_1","AFG.29_1"
"174","AFG.31_1","AFG.1_1"
"175","AFG.31_1","AFG.3_1"
"176","AFG.31_1","AFG.19_1"
"177","AFG.31_1","AFG.27_1"
"178","AFG.31_1","TJK.3_1"
"179","AFG.32_1","AFG.6_1"
"180","AFG.32_1","AFG.9_1"
"181","AFG.32_1","AFG.11_1"
"182","AFG.32_1","AFG.15_1"
"183","AFG.32_1","AFG.34_1"
"184","AFG.33_1","AFG.5_1"
"185","AFG.33_1","AFG.9_1"
"186","AFG.33_1","AFG.14_1"
"187","AFG.33_1","AFG.21_1"
"188","AFG.33_1","AFG.28_1"
"189","AFG.34_1","AFG.9_1"
"190","AFG.34_1","AFG.15_1"
"191","AFG.34_1","AFG.25_1"
"192","AFG.34_1","AFG.32_1"
"193","AFG.34_1","PAK.2_1"
"194","AGO.1_1","AGO.6_1"
"195","AGO.1_1","AGO.7_1"
"196","AGO.1_1","AGO.11_1"
"197","AGO.1_1","AGO.17_1"
"198","AGO.1_1","AGO.18_1"
"199","AGO.2_1","AGO.7_1"
"200","AGO.2_1","AGO.9_1"
"201","AGO.2_1","AGO.10_1"
"202","AGO.2_1","AGO.16_1"
"203","AGO.3_1","AGO.5_1"
"204","AGO.3_1","AGO.7_1"
"205","AGO.3_1","AGO.9_1"
"206","AGO.3_1","AGO.10_1"
"207","AGO.3_1","AGO.13_1"
"208","AGO.3_1","AGO.14_1"
"209","AGO.3_1","AGO.15_1"
"210","AGO.4_1","COD.11_1"
"211","AGO.4_1","COG.5_1"
"212","AGO.4_1","COG.8_1"
"213","AGO.5_1","AGO.3_1"
"214","AGO.5_1","AGO.8_1"
"215","AGO.5_1","AGO.10_1"
"216","AGO.5_1","AGO.15_1"
"217","AGO.5_1","NAM.4_1"
"218","AGO.5_1","NAM.7_1"
"219","AGO.5_1","NAM.13_1"
"220","AGO.5_1","ZMB.10_1"
"221","AGO.6_1","AGO.1_1"
"222","AGO.6_1","AGO.7_1"
"223","AGO.6_1","AGO.14_1"
"224","AGO.6_1","AGO.17_1"
"225","AGO.7_1","AGO.1_1"
"226","AGO.7_1","AGO.2_1"
"227","AGO.7_1","AGO.3_1"
"228","AGO.7_1","AGO.6_1"
"229","AGO.7_1","AGO.9_1"
"230","AGO.7_1","AGO.14_1"
"231","AGO.8_1","AGO.5_1"
"232","AGO.8_1","AGO.10_1"
"233","AGO.8_1","AGO.16_1"
"234","AGO.8_1","NAM.6_1"
"235","AGO.8_1","NAM.7_1"
"236","AGO.8_1","NAM.9_1"
"237","AGO.9_1","AGO.2_1"
"238","AGO.9_1","AGO.3_1"
"239","AGO.9_1","AGO.7_1"
"240","AGO.9_1","AGO.10_1"
"241","AGO.10_1","AGO.2_1"
"242","AGO.10_1","AGO.3_1"
"243","AGO.10_1","AGO.5_1"
"244","AGO.10_1","AGO.8_1"
"245","AGO.10_1","AGO.9_1"
"246","AGO.10_1","AGO.16_1"
"247","AGO.11_1","AGO.1_1"
"248","AGO.12_1","AGO.13_1"
"249","AGO.12_1","AGO.14_1"
"250","AGO.12_1","COD.9_1"
"251","AGO.12_1","COD.7_1"
"252","AGO.12_1","COD.12_1"
"253","AGO.12_1","COD.15_1"
"254","AGO.13_1","AGO.3_1"
"255","AGO.13_1","AGO.12_1"
"256","AGO.13_1","AGO.14_1"
"257","AGO.13_1","AGO.15_1"
"258","AGO.13_1","COD.15_1"
"259","AGO.14_1","AGO.3_1"
"260","AGO.14_1","AGO.6_1"
"261","AGO.14_1","AGO.7_1"
"262","AGO.14_1","AGO.12_1"
"263","AGO.14_1","AGO.13_1"
"264","AGO.14_1","AGO.17_1"
"265","AGO.14_1","COD.12_1"
"266","AGO.15_1","AGO.3_1"
"267","AGO.15_1","AGO.5_1"
"268","AGO.15_1","AGO.13_1"
"269","AGO.15_1","COD.15_1"
"270","AGO.15_1","ZMB.7_1"
"271","AGO.15_1","ZMB.10_1"
"272","AGO.16_1","AGO.2_1"
"273","AGO.16_1","AGO.8_1"
"274","AGO.16_1","AGO.10_1"
"275","AGO.16_1","NAM.6_1"
"276","AGO.17_1","AGO.1_1"
"277","AGO.17_1","AGO.6_1"
"278","AGO.17_1","AGO.14_1"
"279","AGO.17_1","AGO.18_1"
"280","AGO.17_1","COD.11_1"
"281","AGO.17_1","COD.12_1"
"282","AGO.18_1","AGO.1_1"
"283","AGO.18_1","AGO.17_1"
"284","AGO.18_1","COD.11_1"
"285","ALA.2_1","ALA.6_1"
"286","ALA.3_1","ALA.5_1"
"287","ALA.3_1","ALA.6_1"
"288","ALA.3_1","ALA.7_1"
"289","ALA.3_1","ALA.13_1"
"290","ALA.5_1","ALA.3_1"
"291","ALA.5_1","ALA.6_1"
"292","ALA.6_1","ALA.2_1"
"293","ALA.6_1","ALA.3_1"
"294","ALA.6_1","ALA.5_1"
"295","ALA.6_1","ALA.7_1"
"296","ALA.7_1","ALA.3_1"
"297","ALA.7_1","ALA.6_1"
"298","ALA.7_1","ALA.10_1"
"299","ALA.7_1","ALA.12_1"
"300","ALA.10_1","ALA.7_1"
"301","ALA.10_1","ALA.11_1"
"302","ALA.11_1","ALA.10_1"
"303","ALA.12_1","ALA.7_1"
"304","ALA.13_1","ALA.3_1"
"305","ALA.13_1","ALA.15_1"
"306","ALA.15_1","ALA.13_1"
"307","ALA.15_1","ALA.16_1"
"308","ALA.16_1","ALA.15_1"
"309","ALB.1_1","ALB.4_1"
"310","ALB.1_1","ALB.5_1"
"311","ALB.1_1","ALB.6_1"
"312","ALB.1_1","ALB.7_1"
"313","ALB.2_1","ALB.3_1"
"314","ALB.2_1","ALB.4_1"
"315","ALB.2_1","ALB.8_1"
"316","ALB.2_1","ALB.9_1"
"317","ALB.2_1","ALB.11_1"
"318","ALB.2_1","MKD.13_1"
"319","ALB.2_1","MKD.16_1"
"320","ALB.2_1","MKD.47_1"
"321","ALB.2_1","MKD.68_1"
"322","ALB.2_1","XKO.6_1"
"323","ALB.3_1","ALB.2_1"
"324","ALB.3_1","ALB.9_1"
"325","ALB.3_1","ALB.11_1"
"326","ALB.4_1","ALB.1_1"
"327","ALB.4_1","ALB.2_1"
"328","ALB.4_1","ALB.5_1"
"329","ALB.4_1","ALB.7_1"
"330","ALB.4_1","ALB.11_1"
"331","ALB.4_1","MKD.68_1"
"332","ALB.4_1","MKD.78_1"
"333","ALB.5_1","ALB.1_1"
"334","ALB.5_1","ALB.4_1"
"335","ALB.5_1","ALB.6_1"
"336","ALB.5_1","ALB.11_1"
"337","ALB.5_1","ALB.12_1"
"338","ALB.6_1","ALB.1_1"
"339","ALB.6_1","ALB.5_1"
"340","ALB.6_1","ALB.7_1"
"341","ALB.6_1","ALB.12_1"
"342","ALB.6_1","GRC.5_1"
"343","ALB.7_1","ALB.1_1"
"344","ALB.7_1","ALB.4_1"
"345","ALB.7_1","ALB.6_1"
"346","ALB.7_1","GRC.5_1"
"347","ALB.7_1","MKD.42_1"
"348","ALB.7_1","MKD.52_1"
"349","ALB.7_1","MKD.61_1"
"350","ALB.7_1","MKD.68_1"
"351","ALB.8_1","ALB.2_1"
"352","ALB.8_1","ALB.9_1"
"353","ALB.8_1","ALB.10_1"
"354","ALB.8_1","MNE.13_1"
"355","ALB.8_1","XKO.1_1"
"356","ALB.8_1","XKO.6_1"
"357","ALB.9_1","ALB.2_1"
"358","ALB.9_1","ALB.3_1"
"359","ALB.9_1","ALB.8_1"
"360","ALB.9_1","ALB.10_1"
"361","ALB.10_1","ALB.8_1"
"362","ALB.10_1","ALB.9_1"
"363","ALB.10_1","MNE.1_1"
"364","ALB.10_1","MNE.2_1"
"365","ALB.10_1","MNE.13_1"
"366","ALB.10_1","MNE.16_1"
"367","ALB.10_1","MNE.20_1"
"368","ALB.11_1","ALB.2_1"
"369","ALB.11_1","ALB.3_1"
"370","ALB.11_1","ALB.4_1"
"371","ALB.11_1","ALB.5_1"
"372","ALB.12_1","ALB.5_1"
"373","ALB.12_1","ALB.6_1"
"374","ALB.12_1","GRC.5_1"
"375","AND.1_1","AND.3_1"
"376","AND.1_1","AND.4_1"
"377","AND.1_1","AND.5_1"
"378","AND.1_1","AND.7_1"
"379","AND.2_1","AND.3_1"
"380","AND.2_1","AND.6_1"
"381","AND.2_1","FRA.11_1"
"382","AND.3_1","AND.1_1"
"383","AND.3_1","AND.2_1"
"384","AND.3_1","AND.4_1"
"385","AND.3_1","AND.5_1"
"386","AND.3_1","AND.6_1"
"387","AND.3_1","ESP.6_1"
"388","AND.3_1","FRA.11_1"
"389","AND.4_1","AND.1_1"
"390","AND.4_1","AND.3_1"
"391","AND.4_1","AND.5_1"
"392","AND.4_1","AND.7_1"
"393","AND.4_1","ESP.6_1"
"394","AND.5_1","AND.1_1"
"395","AND.5_1","AND.3_1"
"396","AND.5_1","AND.4_1"
"397","AND.5_1","AND.6_1"
"398","AND.5_1","AND.7_1"
"399","AND.5_1","ESP.6_1"
"400","AND.5_1","FRA.11_1"
"401","AND.6_1","AND.2_1"
"402","AND.6_1","AND.3_1"
"403","AND.6_1","AND.5_1"
"404","AND.6_1","FRA.11_1"
"405","AND.7_1","AND.1_1"
"406","AND.7_1","AND.4_1"
"407","AND.7_1","AND.5_1"
"408","AND.7_1","ESP.6_1"
"409","ARE.1_1","ARE.3_1"
"410","ARE.1_1","ARE.6_1"
"411","ARE.1_1","OMN.4_1"
"412","ARE.1_1","OMN.5_1"
"413","ARE.1_1","SAU.8_1"
"414","ARE.2_1","ARE.3_1"
"415","ARE.2_1","ARE.4_1"
"416","ARE.2_1","ARE.5_1"
"417","ARE.2_1","ARE.6_1"
"418","ARE.2_1","ARE.7_1"
"419","ARE.2_1","OMN.4_1"
"420","ARE.3_1","ARE.1_1"
"421","ARE.3_1","ARE.2_1"
"422","ARE.3_1","ARE.5_1"
"423","ARE.3_1","ARE.6_1"
"424","ARE.3_1","OMN.2_1"
"425","ARE.3_1","OMN.4_1"
"426","ARE.4_1","ARE.2_1"
"427","ARE.4_1","ARE.5_1"
"428","ARE.4_1","ARE.6_1"
"429","ARE.4_1","OMN.2_1"
"430","ARE.4_1","OMN.10_1"
"431","ARE.5_1","ARE.2_1"
"432","ARE.5_1","ARE.3_1"
"433","ARE.5_1","ARE.4_1"
"434","ARE.5_1","ARE.6_1"
"435","ARE.5_1","ARE.7_1"
"436","ARE.5_1","OMN.2_1"
"437","ARE.5_1","OMN.4_1"
"438","ARE.5_1","OMN.10_1"
"439","ARE.6_1","ARE.1_1"
"440","ARE.6_1","ARE.2_1"
"441","ARE.6_1","ARE.3_1"
"442","ARE.6_1","ARE.4_1"
"443","ARE.6_1","ARE.5_1"
"444","ARE.6_1","ARE.7_1"
"445","ARE.6_1","OMN.2_1"
"446","ARE.6_1","OMN.4_1"
"447","ARE.6_1","OMN.10_1"
"448","ARE.7_1","ARE.2_1"
"449","ARE.7_1","ARE.5_1"
"450","ARE.7_1","ARE.6_1"
"451","ARG.1_1","ARG.5_1"
"452","ARG.1_1","ARG.6_1"
"453","ARG.1_1","ARG.8_1"
"454","ARG.1_1","ARG.11_1"
"455","ARG.1_1","ARG.16_1"
"456","ARG.1_1","ARG.21_1"
"457","ARG.2_1","ARG.6_1"
"458","ARG.2_1","ARG.12_1"
"459","ARG.2_1","ARG.17_1"
"460","ARG.2_1","ARG.22_1"
"461","ARG.2_1","ARG.24_1"
"462","ARG.2_1","CHL.2_1"
"463","ARG.2_1","CHL.5_1"
"464","ARG.3_1","ARG.7_1"
"465","ARG.3_1","ARG.9_1"
"466","ARG.3_1","ARG.17_1"
"467","ARG.3_1","ARG.21_1"
"468","ARG.3_1","ARG.22_1"
"469","ARG.3_1","PRY.15_1"
"470","ARG.4_1","ARG.16_1"
"471","ARG.4_1","ARG.20_1"
"472","ARG.4_1","CHL.1_1"
"473","ARG.4_1","CHL.9_1"
"474","ARG.5_1","ARG.1_1"
"475","ARG.6_1","ARG.1_1"
"476","ARG.6_1","ARG.2_1"
"477","ARG.6_1","ARG.11_1"
"478","ARG.6_1","ARG.12_1"
"479","ARG.6_1","ARG.19_1"
"480","ARG.6_1","ARG.21_1"
"481","ARG.6_1","ARG.22_1"
"482","ARG.7_1","ARG.3_1"
"483","ARG.7_1","ARG.8_1"
"484","ARG.7_1","ARG.14_1"
"485","ARG.7_1","ARG.21_1"
"486","ARG.7_1","BRA.21_1"
"487","ARG.7_1","PRY.13_1"
"488","ARG.7_1","PRY.14_1"
"489","ARG.7_1","PRY.15_1"
"490","ARG.7_1","URY.1_1"
"491","ARG.7_1","URY.15_1"
"492","ARG.8_1","ARG.1_1"
"493","ARG.8_1","ARG.7_1"
"494","ARG.8_1","ARG.21_1"
"495","ARG.8_1","URY.11_1"
"496","ARG.8_1","URY.12_1"
"497","ARG.8_1","URY.15_1"
"498","ARG.9_1","ARG.3_1"
"499","ARG.9_1","ARG.17_1"
"500","ARG.9_1","PRY.4_1"
"501","ARG.9_1","PRY.5_1"
"502","ARG.9_1","PRY.9_1"
"503","ARG.9_1","PRY.15_1"
"504","ARG.9_1","PRY.17_1"
"505","ARG.10_1","ARG.17_1"
"506","ARG.10_1","BOL.7_1"
"507","ARG.10_1","BOL.9_1"
"508","ARG.10_1","CHL.2_1"
"509","ARG.11_1","ARG.1_1"
"510","ARG.11_1","ARG.6_1"
"511","ARG.11_1","ARG.13_1"
"512","ARG.11_1","ARG.15_1"
"513","ARG.11_1","ARG.16_1"
"514","ARG.11_1","ARG.19_1"
"515","ARG.12_1","ARG.2_1"
"516","ARG.12_1","ARG.6_1"
"517","ARG.12_1","ARG.18_1"
"518","ARG.12_1","ARG.19_1"
"519","ARG.12_1","CHL.5_1"
"520","ARG.13_1","ARG.11_1"
"521","ARG.13_1","ARG.15_1"
"522","ARG.13_1","ARG.16_1"
"523","ARG.13_1","ARG.18_1"
"524","ARG.13_1","ARG.19_1"
"525","ARG.13_1","CHL.8_1"
"526","ARG.13_1","CHL.12_1"
"527","ARG.13_1","CHL.14_1"
"528","ARG.13_1","CHL.16_1"
"529","ARG.14_1","ARG.7_1"
"530","ARG.14_1","BRA.16_1"
"531","ARG.14_1","BRA.21_1"
"532","ARG.14_1","BRA.24_1"
"533","ARG.14_1","PRY.2_1"
"534","ARG.14_1","PRY.13_1"
"535","ARG.15_1","ARG.11_1"
"536","ARG.15_1","ARG.13_1"
"537","ARG.15_1","ARG.16_1"
"538","ARG.15_1","CHL.3_1"
"539","ARG.15_1","CHL.6_1"
"540","ARG.15_1","CHL.9_1"
"541","ARG.15_1","CHL.10_1"
"542","ARG.15_1","CHL.12_1"
"543","ARG.15_1","CHL.13_1"
"544","ARG.16_1","ARG.1_1"
"545","ARG.16_1","ARG.4_1"
"546","ARG.16_1","ARG.11_1"
"547","ARG.16_1","ARG.13_1"
"548","ARG.16_1","ARG.15_1"
"549","ARG.16_1","CHL.9_1"
"550","ARG.17_1","ARG.2_1"
"551","ARG.17_1","ARG.3_1"
"552","ARG.17_1","ARG.9_1"
"553","ARG.17_1","ARG.10_1"
"554","ARG.17_1","ARG.22_1"
"555","ARG.17_1","ARG.24_1"
"556","ARG.17_1","BOL.9_1"
"557","ARG.17_1","CHL.2_1"
"558","ARG.17_1","PRY.5_1"
"559","ARG.18_1","ARG.12_1"
"560","ARG.18_1","ARG.13_1"
"561","ARG.18_1","ARG.19_1"
"562","ARG.18_1","CHL.5_1"
"563","ARG.18_1","CHL.7_1"
"564","ARG.18_1","CHL.16_1"
"565","ARG.19_1","ARG.6_1"
"566","ARG.19_1","ARG.11_1"
"567","ARG.19_1","ARG.12_1"
"568","ARG.19_1","ARG.13_1"
"569","ARG.19_1","ARG.18_1"
"570","ARG.20_1","ARG.4_1"
"571","ARG.20_1","CHL.1_1"
"572","ARG.20_1","CHL.11_1"
"573","ARG.21_1","ARG.1_1"
"574","ARG.21_1","ARG.3_1"
"575","ARG.21_1","ARG.6_1"
"576","ARG.21_1","ARG.7_1"
"577","ARG.21_1","ARG.8_1"
"578","ARG.21_1","ARG.22_1"
"579","ARG.22_1","ARG.2_1"
"580","ARG.22_1","ARG.3_1"
"581","ARG.22_1","ARG.6_1"
"582","ARG.22_1","ARG.17_1"
"583","ARG.22_1","ARG.21_1"
"584","ARG.22_1","ARG.24_1"
"585","ARG.23_1","CHL.11_1"
"586","ARG.24_1","ARG.2_1"
"587","ARG.24_1","ARG.17_1"
"588","ARG.24_1","ARG.22_1"
"589","ARM.1_1","ARM.3_1"
"590","ARM.1_1","ARM.4_1"
"591","ARM.1_1","ARM.6_1"
"592","ARM.1_1","ARM.7_1"
"593","ARM.1_1","ARM.8_1"
"594","ARM.1_1","TUR.45_1"
"595","ARM.2_1","ARM.3_1"
"596","ARM.2_1","ARM.4_1"
"597","ARM.2_1","ARM.5_1"
"598","ARM.2_1","ARM.6_1"
"599","ARM.2_1","ARM.11_1"
"600","ARM.2_1","AZE.7_1"
"601","ARM.2_1","TUR.38_1"
"602","ARM.3_1","ARM.1_1"
"603","ARM.3_1","ARM.2_1"
"604","ARM.3_1","ARM.4_1"
"605","ARM.3_1","TUR.38_1"
"606","ARM.3_1","TUR.45_1"
"607","ARM.4_1","ARM.1_1"
"608","ARM.4_1","ARM.2_1"
"609","ARM.4_1","ARM.3_1"
"610","ARM.4_1","ARM.6_1"
"611","ARM.5_1","ARM.2_1"
"612","ARM.5_1","ARM.6_1"
"613","ARM.5_1","ARM.10_1"
"614","ARM.5_1","ARM.11_1"
"615","ARM.5_1","AZE.4_1"
"616","ARM.5_1","AZE.5_1"
"617","ARM.6_1","ARM.1_1"
"618","ARM.6_1","ARM.2_1"
"619","ARM.6_1","ARM.4_1"
"620","ARM.6_1","ARM.5_1"
"621","ARM.6_1","ARM.7_1"
"622","ARM.6_1","ARM.10_1"
"623","ARM.7_1","ARM.1_1"
"624","ARM.7_1","ARM.6_1"
"625","ARM.7_1","ARM.8_1"
"626","ARM.7_1","ARM.10_1"
"627","ARM.7_1","GEO.6_1"
"628","ARM.8_1","ARM.1_1"
"629","ARM.8_1","ARM.7_1"
"630","ARM.8_1","GEO.6_1"
"631","ARM.8_1","GEO.10_1"
"632","ARM.8_1","TUR.45_1"
"633","ARM.9_1","ARM.11_1"
"634","ARM.9_1","AZE.5_1"
"635","ARM.9_1","AZE.7_1"
"636","ARM.9_1","IRN.5_1"
"637","ARM.10_1","ARM.5_1"
"638","ARM.10_1","ARM.6_1"
"639","ARM.10_1","ARM.7_1"
"640","ARM.10_1","AZE.4_1"
"641","ARM.10_1","GEO.6_1"
"642","ARM.11_1","ARM.2_1"
"643","ARM.11_1","ARM.5_1"
"644","ARM.11_1","ARM.9_1"
"645","ARM.11_1","AZE.5_1"
"646","ARM.11_1","AZE.7_1"
"647","ASM.1_1","ASM.4_1"
"648","ASM.4_1","ASM.1_1"
"649","ATG.3_1","ATG.4_1"
"650","ATG.3_1","ATG.7_1"
"651","ATG.4_1","ATG.3_1"
"652","ATG.4_1","ATG.5_1"
"653","ATG.4_1","ATG.6_1"
"654","ATG.4_1","ATG.7_1"
"655","ATG.5_1","ATG.4_1"
"656","ATG.5_1","ATG.6_1"
"657","ATG.6_1","ATG.4_1"
"658","ATG.6_1","ATG.5_1"
"659","ATG.6_1","ATG.7_1"
"660","ATG.6_1","ATG.8_1"
"661","ATG.7_1","ATG.3_1"
"662","ATG.7_1","ATG.4_1"
"663","ATG.7_1","ATG.6_1"
"664","ATG.7_1","ATG.8_1"
"665","ATG.8_1","ATG.6_1"
"666","ATG.8_1","ATG.7_1"
"667","AUS.2_1","AUS.5_1"
"668","AUS.4_1","AUS.5_1"
"669","AUS.5_1","AUS.2_1"
"670","AUS.5_1","AUS.4_1"
"671","AUS.5_1","AUS.7_1"
"672","AUS.5_1","AUS.8_1"
"673","AUS.5_1","AUS.10_1"
"674","AUS.6_1","AUS.7_1"
"675","AUS.6_1","AUS.8_1"
"676","AUS.6_1","AUS.11_1"
"677","AUS.7_1","AUS.5_1"
"678","AUS.7_1","AUS.6_1"
"679","AUS.7_1","AUS.8_1"
"680","AUS.7_1","PNG.22_1"
"681","AUS.8_1","AUS.5_1"
"682","AUS.8_1","AUS.6_1"
"683","AUS.8_1","AUS.7_1"
"684","AUS.8_1","AUS.10_1"
"685","AUS.8_1","AUS.11_1"
"686","AUS.10_1","AUS.5_1"
"687","AUS.10_1","AUS.8_1"
"688","AUS.11_1","AUS.6_1"
"689","AUS.11_1","AUS.8_1"
"690","AUT.1_1","AUT.3_1"
"691","AUT.1_1","AUT.6_1"
"692","AUT.1_1","HUN.8_1"
"693","AUT.1_1","HUN.18_1"
"694","AUT.1_1","SVK.2_1"
"695","AUT.1_1","SVN.9_1"
"696","AUT.2_1","AUT.5_1"
"697","AUT.2_1","AUT.6_1"
"698","AUT.2_1","AUT.7_1"
"699","AUT.2_1","ITA.7_1"
"700","AUT.2_1","ITA.20_1"
"701","AUT.2_1","SVN.1_1"
"702","AUT.2_1","SVN.4_1"
"703","AUT.2_1","SVN.10_1"
